clusterName,binary_genes,rf_feature_importance,cluster_median,binary_score
44,Calb2,0.009533110079967114,3.0,1.0
44,Prrx1,0.009310674615579157,2.0,1.0
44,4930467D21Rik,0.0055484705104362755,6.0,1.0
44,Gm32647,0.022545620105688866,200.0,0.9965686274509804
44,Trpc7,0.007753787877827014,3.0,0.9934640522875818
44,Myo1b,0.018212626037074072,5.0,0.988235294117647
44,Crispld1,0.005274354912073496,4.0,0.9754901960784313
44,Tmem132c,0.0076483471980351245,3.0,0.9738562091503269
44,Bmpr1b,0.00522543731128606,2.0,0.9705882352941176
45,Ccn2,0.022829219119194874,2.0,1.0
45,Col8a1,0.00696664684360964,1.0,1.0
45,Galnt10,0.00451157203601834,2.0,1.0
45,Rai14,0.011960632989294038,5.0,0.9843137254901961
45,Osbpl10,0.008719465144683816,5.0,0.9294117647058825
45,Tle4,0.0051424874211843255,16.0,0.9252450980392157
45,Gm49678,0.0057350884537408185,30.0,0.9212418300653593
45,Gm45323,0.00537325343908469,3.0,0.9084967320261438
45,C130073E24Rik,0.008508685275387127,13.0,0.9079939668174962
45,Etl4,0.0059631923295698774,72.0,0.8924291938997823
46,Gli3,0.00351659050179203,1.0,0.9803921568627451
46,Slc1a3,0.0019462104823219837,5.0,0.9803921568627451
46,Slco1c1,0.001867735475069302,1.0,0.9803921568627451
46,Atp1a2,0.0020282323719367566,2.0,0.9705882352941176
46,Plpp3,0.003063817387771855,5.0,0.9686274509803919
46,Rgs20,0.002006123408743266,4.0,0.9607843137254902
46,Apoe,0.0021154602190762996,6.0,0.9509803921568627
46,Glis3,0.002479927904830782,4.0,0.8725490196078431
46,Lsamp,0.0021713005260860035,95.0,0.30020639834881324
46,Il1rap,0.0017771515366590757,1.0,0.29411764705882354
47,Mrc1,0.03888423741298178,3.0,1.0
47,F13a1,0.023348963461715447,3.0,1.0
47,Dab2,0.01485022077551466,3.0,1.0
47,Aoah,0.01435452849501111,1.0,1.0
47,Stab1,0.009797522792636874,1.0,1.0
47,Rbpj,0.010763654886152541,3.0,0.957516339869281
47,Slc9a9,0.006571831653280585,6.0,0.7483660130718952
48,Bcas1os2,0.026305346019566515,5.0,1.0
48,9630013A20Rik,0.020981272157021155,12.0,1.0
48,Cnksr3,0.010665753167958045,1.0,1.0
48,Arhgap24,0.025653158082144422,8.0,0.9975490196078431
48,Mpzl1,0.02816623315819384,6.0,0.9967320261437908
48,Enpp6,0.01522152427892455,5.0,0.9960784313725489
48,Tns3,0.01294061138607387,12.0,0.9950980392156863
48,Itpr2,0.017422671223687486,7.0,0.9859943977591036
48,Chn2,0.009815889995013842,6.0,0.9852941176470589
48,Fyn,0.012714192303619334,23.0,0.9300937766410914
